"district","city","province","postal_code"
"BULAGI SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94882"
"LABOBO (LOBANGKURUNG)","BANGGAI KEPULAUAN","SULAWESI TENGAH","94892"
"SINDUE TOBATA","DONGGALA","SULAWESI TENGAH","94353"
"LORE UTARA","POSO","SULAWESI TENGAH","94653"
"AMPIBABO","PARIGI MOUTONG","SULAWESI TENGAH","94474"
"BULAGI","BANGGAI KEPULAUAN","SULAWESI TENGAH","94882"
"SINDUE","DONGGALA","SULAWESI TENGAH","94353"
"TINOMBO","PARIGI MOUTONG","SULAWESI TENGAH","94475"
"TINANGKUNG","BANGGAI KEPULAUAN","SULAWESI TENGAH","94885"
"TOMINI","PARIGI MOUTONG","SULAWESI TENGAH","94476"
"BUNGKU BARAT","MOROWALI","SULAWESI TENGAH","94976"
"AMPANA KOTA","TOJO UNA-UNA","SULAWESI TENGAH","94683"
"PAGIMANA","BANGGAI","SULAWESI TENGAH","94752"
"PALOLO","SIGI","SULAWESI TENGAH","94364"
"PAMONA TENGGARA","POSO","SULAWESI TENGAH","94664"
"LINDU","SIGI","SULAWESI TENGAH","94363"
"DONDO","TOLI-TOLI","SULAWESI TENGAH","94552"
"BOLANO LAMBUNU / LAMBULU","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"BUKO SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94881"
"LIANG","BANGGAI KEPULAUAN","SULAWESI TENGAH","94883"
"MOILONG","BANGGAI","SULAWESI TENGAH","94765"
"TOILI","BANGGAI","SULAWESI TENGAH","94765"
"TORUE","PARIGI MOUTONG","SULAWESI TENGAH","94473"
"BUMI RAYA","MOROWALI","SULAWESI TENGAH","94976"
"PARIGI UTARA","PARIGI MOUTONG","SULAWESI TENGAH","94471"
"TOGEAN","TOJO UNA-UNA","SULAWESI TENGAH","94683"
"LUWUK UTARA","BANGGAI","SULAWESI TENGAH","94711"
"KINTOM","BANGGAI","SULAWESI TENGAH","94761"
"LORE SELATAN","POSO","SULAWESI TENGAH","94654"
"LAMALA","BANGGAI","SULAWESI TENGAH","94771"
"TOJO","TOJO UNA-UNA","SULAWESI TENGAH","94681"
"LOBU","BANGGAI","SULAWESI TENGAH","94752"
"BAHODOPI","MOROWALI","SULAWESI TENGAH","94974"
"BUNGKU TENGAH","MOROWALI","SULAWESI TENGAH","94973"
"BUNGKU TIMUR","MOROWALI","SULAWESI TENGAH","94973"
"PETASIA","MOROWALI","SULAWESI TENGAH","94971"
"TAWAELI","PALU","SULAWESI TENGAH","94142"
"BOLANO","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"GALANG","TOLI-TOLI","SULAWESI TENGAH","94561"
"BUNGKU SELATAN","MOROWALI","SULAWESI TENGAH","94974"
"BULAGI UTARA","BANGGAI KEPULAUAN","SULAWESI TENGAH","94882"
"POSO PESISIR UTARA","POSO","SULAWESI TENGAH","94652"
"BATUI","BANGGAI","SULAWESI TENGAH","94762"
"NUHON","BANGGAI","SULAWESI TENGAH","94753"
"DOLO BARAT","SIGI","SULAWESI TENGAH","94361"
"KINOVARU","SIGI","SULAWESI TENGAH","94362"
"BUNTA","BANGGAI","SULAWESI TENGAH","94753"
"AMPANA TETE","TOJO UNA-UNA","SULAWESI TENGAH","94684"
"BALANTAK","BANGGAI","SULAWESI TENGAH","94773"
"PALU BARAT","PALU","SULAWESI TENGAH","94226"
"TANANTOVEA","DONGGALA","SULAWESI TENGAH","94352"
"LORE TENGAH","POSO","SULAWESI TENGAH","94653"
"MARAWOLA","SIGI","SULAWESI TENGAH","94362"
"BALINGGI","PARIGI MOUTONG","SULAWESI TENGAH","94473"
"SIRENJA","DONGGALA","SULAWESI TENGAH","94354"
"DOLO SELATAN","SIGI","SULAWESI TENGAH","94361"
"SOJOL","DONGGALA","SULAWESI TENGAH","94356"
"PINEMBANI","DONGGALA","SULAWESI TENGAH","94362"
"OGO DEIDE","TOLI-TOLI","SULAWESI TENGAH","94516"
"PARIGI","PARIGI MOUTONG","SULAWESI TENGAH","94471"
"TOJO BARAT","TOJO UNA-UNA","SULAWESI TENGAH","94681"
"DAMPAL UTARA","TOLI-TOLI","SULAWESI TENGAH","94553"
"BANAWA SELATAN","DONGGALA","SULAWESI TENGAH","94351"
"PALASA","PARIGI MOUTONG","SULAWESI TENGAH","94476"
"UNA - UNA","TOJO UNA-UNA","SULAWESI TENGAH","94691"
"TINANGKUNG UTARA","BANGGAI KEPULAUAN","SULAWESI TENGAH","94885"
"PIPIKORO","SIGI","SULAWESI TENGAH","94112"
"PAMONA SELATAN","POSO","SULAWESI TENGAH","94664"
"KULAWI","SIGI","SULAWESI TENGAH","94363"
"LUWUK TIMUR","BANGGAI","SULAWESI TENGAH","94723"
"BANGGAI SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94891"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94514"
"LUWUK","BANGGAI","SULAWESI TENGAH","94711"
"PALU BARAT","PALU","SULAWESI TENGAH","94221"
"KARAMAT","BUOL","SULAWESI TENGAH","94563"
"BUKO","BANGGAI KEPULAUAN","SULAWESI TENGAH","94881"
"LAGE","POSO","SULAWESI TENGAH","94661"
"BALANTAK UTARA","BANGGAI","SULAWESI TENGAH","94773"
"PALELEH","BUOL","SULAWESI TENGAH","94568"
"BUNGKU UTARA","MOROWALI","SULAWESI TENGAH","94972"
"SINDUE TOMBUSABORA","DONGGALA","SULAWESI TENGAH","94353"
"SOYO JAYA","MOROWALI","SULAWESI TENGAH","94971"
"POSO PESISIR","POSO","SULAWESI TENGAH","94652"
"SOJOL UTARA","DONGGALA","SULAWESI TENGAH","94356"
"SIMPANG RAYA","BANGGAI","SULAWESI TENGAH","94753"
"PALU TIMUR","PALU","SULAWESI TENGAH","94111"
"POSO PESISIR SELATAN","POSO","SULAWESI TENGAH","94652"
"LEMBO","MOROWALI","SULAWESI TENGAH","94966"
"LORE PIORE","POSO","SULAWESI TENGAH","94653"
"BUKAL","BUOL","SULAWESI TENGAH","94563"
"WALEA BESAR","TOJO UNA-UNA","SULAWESI TENGAH","94692"
"TAOPA","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"BUALEMO (BOALEMO)","BANGGAI","SULAWESI TENGAH","94752"
"PARIGI TENGAH","PARIGI MOUTONG","SULAWESI TENGAH","94471"
"TOLITOLI UTARA","TOLI-TOLI","SULAWESI TENGAH","94562"
"PETASIA TIMUR","MOROWALI","SULAWESI TENGAH","94971"
"MANTOH","BANGGAI","SULAWESI TENGAH","94771"
"LEMBO RAYA","MOROWALI","SULAWESI TENGAH","94966"
"PALU SELATAN","PALU","SULAWESI TENGAH","94231"
"TINANGKUNG SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94885"
"PALELEH BARAT","BUOL","SULAWESI TENGAH","94568"
"BOKAT","BUOL","SULAWESI TENGAH","94566"
"BOKAN KEPULAUAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94892"
"BANGGAI UTARA","BANGGAI KEPULAUAN","SULAWESI TENGAH","94891"
"BANGKURUNG","BANGGAI KEPULAUAN","SULAWESI TENGAH","94892"
"ULU BONGKA","TOJO UNA-UNA","SULAWESI TENGAH","94682"
"BATUI SELATAN","BANGGAI","SULAWESI TENGAH","94762"
"RIO PAKAVA (RIOPAKAWA)","DONGGALA","SULAWESI TENGAH","94362"
"BANAWA","DONGGALA","SULAWESI TENGAH","94351"
"POSO KOTA UTARA","POSO","SULAWESI TENGAH","94616"
"BALANTAK SELATAN","BANGGAI","SULAWESI TENGAH","94773"
"SIGI BIROMARU","SIGI","SULAWESI TENGAH","94364"
"ONGKA MALINO","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"BUNOBOGU","BUOL","SULAWESI TENGAH","94567"
"PARIGI SELATAN","PARIGI MOUTONG","SULAWESI TENGAH","94471"
"TATANGA","PALU","SULAWESI TENGAH","94221"
"LUWUK SELATAN","BANGGAI","SULAWESI TENGAH","94717"
"DAMSOL (DAMPELAS SOJOL)","DONGGALA","SULAWESI TENGAH","94356"
"BIAU","BUOL","SULAWESI TENGAH","94563"
"MEPANGA","PARIGI MOUTONG","SULAWESI TENGAH","94476"
"BOKAT","BUOL","SULAWESI TENGAH","94564"
"POSO KOTA SELATAN","POSO","SULAWESI TENGAH","94614"
"TOILI BARAT","BANGGAI","SULAWESI TENGAH","94765"
"GADUNG","BUOL","SULAWESI TENGAH","94568"
"BUNGKU PESISIR","MOROWALI","SULAWESI TENGAH","94974"
"NOKILALAKI","SIGI","SULAWESI TENGAH","94364"
"ULUJADI","PALU","SULAWESI TENGAH","94228"
"WITA PONDA","MOROWALI","SULAWESI TENGAH","94976"
"LUWUK","BANGGAI","SULAWESI TENGAH","94712"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94517"
"LAKEA (LIPUNOTO)","BUOL","SULAWESI TENGAH","94563"
"MENUI KEPULAUAN","MOROWALI","SULAWESI TENGAH","94975"
"PAMONA PUSELEMBA","POSO","SULAWESI TENGAH","94663"
"MASAMA","BANGGAI","SULAWESI TENGAH","94772"
"BANGGAI","BANGGAI KEPULAUAN","SULAWESI TENGAH","94891"
"BUKAL","BUOL","SULAWESI TENGAH","94564"
"PAMONA TIMUR","POSO","SULAWESI TENGAH","94663"
"LORE TENGAH","POSO","SULAWESI TENGAH","94654"
"WALEA KEPULAUAN","TOJO UNA-UNA","SULAWESI TENGAH","94692"
"MARAWOLA BARAT","SIGI","SULAWESI TENGAH","94362"
"ULUJADI","PALU","SULAWESI TENGAH","94226"
"KASIMBAR","PARIGI MOUTONG","SULAWESI TENGAH","94474"
"DAKO PAMEAN","TOLI-TOLI","SULAWESI TENGAH","94562"
"TATANGA","PALU","SULAWESI TENGAH","94225"
"MORI ATAS","MOROWALI","SULAWESI TENGAH","94965"
"MORI UTARA","MOROWALI","SULAWESI TENGAH","94965"
"BASIDONDO","TOLI-TOLI","SULAWESI TENGAH","94552"
"POSO KOTA","POSO","SULAWESI TENGAH","94619"
"KULAWI SELATAN","SIGI","SULAWESI TENGAH","94363"
"MAMOSALATO","MOROWALI","SULAWESI TENGAH","94972"
"MOMUNU","BUOL","SULAWESI TENGAH","94565"
"LAMPASIO","TOLI-TOLI","SULAWESI TENGAH","94518"
"DOLO","SIGI","SULAWESI TENGAH","94361"
"ULUJADI","PALU","SULAWESI TENGAH","94227"
"LORE BARAT","POSO","SULAWESI TENGAH","94654"
"GUMBASA","SIGI","SULAWESI TENGAH","94364"
"TOTIKUM SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94884"
"PAMONA TIMUR","POSO","SULAWESI TENGAH","94664"
"BALAESANG TANJUNG","DONGGALA","SULAWESI TENGAH","94355"
"PALU BARAT","PALU","SULAWESI TENGAH","94223"
"BALAESANG","DONGGALA","SULAWESI TENGAH","94355"
"TINANGKUNG SELATAN","BANGGAI KEPULAUAN","SULAWESI TENGAH","94714"
"POSO KOTA UTARA","POSO","SULAWESI TENGAH","94611"
"MANTIKULORE","PALU","SULAWESI TENGAH","94233"
"POSO KOTA SELATAN","POSO","SULAWESI TENGAH","94619"
"POSO KOTA","POSO","SULAWESI TENGAH","94617"
"PALU UTARA","PALU","SULAWESI TENGAH","94146"
"PALU UTARA","PALU","SULAWESI TENGAH","94145"
"LUWUK","BANGGAI","SULAWESI TENGAH","94713"
"TINOMBO SELATAN","PARIGI MOUTONG","SULAWESI TENGAH","94475"
"BANAWA TENGAH","DONGGALA","SULAWESI TENGAH","94351"
"MEPANGA","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"NAMBO","BANGGAI","SULAWESI TENGAH","94761"
"PAMONA UTARA","POSO","SULAWESI TENGAH","94663"
"LABUAN","DONGGALA","SULAWESI TENGAH","94352"
"TANAMBULAVA","SIGI","SULAWESI TENGAH","94364"
"TAWAELI","PALU","SULAWESI TENGAH","94141"
"LAMPASIO","TOLI-TOLI","SULAWESI TENGAH","94517"
"MANTIKULORE","PALU","SULAWESI TENGAH","94116"
"POSO KOTA UTARA","POSO","SULAWESI TENGAH","94615"
"MANTIKULORE","PALU","SULAWESI TENGAH","94111"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94515"
"POSO KOTA SELATAN","POSO","SULAWESI TENGAH","94617"
"PALU TIMUR","PALU","SULAWESI TENGAH","94235"
"POSO KOTA UTARA","POSO","SULAWESI TENGAH","94612"
"POSO KOTA UTARA","POSO","SULAWESI TENGAH","94614"
"LORE TIMUR","POSO","SULAWESI TENGAH","94653"
"SAUSU","PARIGI MOUTONG","SULAWESI TENGAH","94473"
"PALU UTARA","PALU","SULAWESI TENGAH","94148"
"PETASIA BARAT","MOROWALI","SULAWESI TENGAH","94971"
"SINIU","PARIGI MOUTONG","SULAWESI TENGAH","94474"
"PAMONA BARAT","POSO","SULAWESI TENGAH","94664"
"POSO KOTA","POSO","SULAWESI TENGAH","94618"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94513"
"TATANGA","PALU","SULAWESI TENGAH","94222"
"TATANGA","PALU","SULAWESI TENGAH","94238"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94511"
"TAWAELI","PALU","SULAWESI TENGAH","94143"
"TATANGA","PALU","SULAWESI TENGAH","94239"
"PALU SELATAN","PALU","SULAWESI TENGAH","94232"
"TORIBULU","PARIGI MOUTONG","SULAWESI TENGAH","94474"
"MANTIKULORE","PALU","SULAWESI TENGAH","94115"
"POSO KOTA SELATAN","POSO","SULAWESI TENGAH","94613"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94512"
"PALU UTARA","PALU","SULAWESI TENGAH","94147"
"MANTIKULORE","PALU","SULAWESI TENGAH","94118"
"BAOLAN","TOLI-TOLI","SULAWESI TENGAH","94516"
"MANTIKULORE","PALU","SULAWESI TENGAH","94234"
"PALU SELATAN","PALU","SULAWESI TENGAH","94236"
"TATANGA","PALU","SULAWESI TENGAH","94237"
"PAMONA BARAT","POSO","SULAWESI TENGAH","94663"
"MANTIKULORE","PALU","SULAWESI TENGAH","94119"
"PALU BARAT","PALU","SULAWESI TENGAH","94222"
"ULUJADI","PALU","SULAWESI TENGAH","94229"
"MARUSU","MAROS","SULAWESI SELATAN","90552"
"PITUMPANUA","WAJO","SULAWESI SELATAN","90992"
"AWANGPONE","BONE","SULAWESI SELATAN","92776"
"LILI RILAU","SOPPENG","SULAWESI SELATAN","90871"
"MANIANG PAJO","WAJO","SULAWESI SELATAN","90952"
"PAMMANA","WAJO","SULAWESI SELATAN","90971"
"GILIRENG","WAJO","SULAWESI SELATAN","90954"
"KULO","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91653"
"CINA","BONE","SULAWESI SELATAN","92772"
"KAJUARA","BONE","SULAWESI SELATAN","92776"
"TURIKALE","MAROS","SULAWESI SELATAN","90516"
"GALESONG UTARA","TAKALAR","SULAWESI SELATAN","92255"
"SOPPENG RIAJA","BARRU","SULAWESI SELATAN","90752"
"CENRANA","BONE","SULAWESI SELATAN","92754"
"AMALI","BONE","SULAWESI SELATAN","92755"
"SIBULUE","BONE","SULAWESI SELATAN","92781"
"TELLU SIATTINGE","BONE","SULAWESI SELATAN","92752"
"PITU RIAWA","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91683"
"TAKKALALLA","WAJO","SULAWESI SELATAN","90981"
"WATTANG SIDENRENG (WATANG SIDENRENG)","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91613"
"SAJOANGING","WAJO","SULAWESI SELATAN","90982"
"TOMONI TIMUR","LUWU TIMUR","SULAWESI SELATAN","92972"
"BANTIMURUNG","MAROS","SULAWESI SELATAN","90561"
"SINJAI SELATAN","SINJAI","SULAWESI SELATAN","92661"
"MARANG (MA RANG)","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90654"
"SINJAI UTARA","SINJAI","SULAWESI SELATAN","92616"
"MATTIRO BULU","PINRANG","SULAWESI SELATAN","91271"
"TANRALILI","MAROS","SULAWESI SELATAN","90553"
"MARITENGNGAE","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91611"
"AJANGALE","BONE","SULAWESI SELATAN","92755"
"LAU","MAROS","SULAWESI SELATAN","90514"
"PANCA LAUTAN (LAUTANG)","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91672"
"TURIKALE","MAROS","SULAWESI SELATAN","90511"
"TAROWANG","JENEPONTO","SULAWESI SELATAN","92361"
"WARA","PALOPO","SULAWESI SELATAN","91922"
"LANRISANG","PINRANG","SULAWESI SELATAN","91272"
"RINDINGALLO","TORAJA UTARA","SULAWESI SELATAN","91854"
"TELLU LIMPOE","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91662"
"BONTOA (MAROS UTARA)","MAROS","SULAWESI SELATAN","90554"
"BARRU","BARRU","SULAWESI SELATAN","90712"
"BASSESANG TEMPE (BASTEM)","LUWU","SULAWESI SELATAN","91992"
"KESU","TORAJA UTARA","SULAWESI SELATAN","91852"
"RILAU ALE","BULUKUMBA","SULAWESI SELATAN","92552"
"KINDANG","BULUKUMBA","SULAWESI SELATAN","92517"
"PANGKAJENE","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90612"
"MANGGALA","MAKASSAR","SULAWESI SELATAN","90234"
"BAREBBO","BONE","SULAWESI SELATAN","92771"
"LILIRAJA (LILI RIAJA)","SOPPENG","SULAWESI SELATAN","90861"
"BONTOSIKUYU","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92855"
"BONTO BAHARI","BULUKUMBA","SULAWESI SELATAN","92571"
"SINJAI BARAT","SINJAI","SULAWESI SELATAN","92653"
"KAHU","BONE","SULAWESI SELATAN","92767"
"WATANG PULU","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91661"
"KALAENA","LUWU TIMUR","SULAWESI SELATAN","92973"
"MAKALE","TANA TORAJA","SULAWESI SELATAN","91811"
"ARUNGKEKE","JENEPONTO","SULAWESI SELATAN","92361"
"MALANGKE BARAT","LUWU UTARA","SULAWESI SELATAN","92957"
"BURAU","LUWU TIMUR","SULAWESI SELATAN","92975"
"TANA SITOLO","WAJO","SULAWESI SELATAN","90951"
"TOWUTI","LUWU TIMUR","SULAWESI SELATAN","92982"
"TEMPE","WAJO","SULAWESI SELATAN","90915"
"MARIO RIAWA","SOPPENG","SULAWESI SELATAN","90852"
"MALILI","LUWU TIMUR","SULAWESI SELATAN","92981"
"BALUSU","TORAJA UTARA","SULAWESI SELATAN","91855"
"AWAN RANTE KARUA","TORAJA UTARA","SULAWESI SELATAN","91854"
"LAMASI","LUWU","SULAWESI SELATAN","91952"
"KEERA","WAJO","SULAWESI SELATAN","90993"
"DUAMPANUA","PINRANG","SULAWESI SELATAN","91253"
"LAROMPONG SELATAN","LUWU","SULAWESI SELATAN","91998"
"TONRA","BONE","SULAWESI SELATAN","92774"
"PUJANANTING","BARRU","SULAWESI SELATAN","90762"
"BAEBUNTA","LUWU UTARA","SULAWESI SELATAN","92965"
"WOTU","LUWU TIMUR","SULAWESI SELATAN","92971"
"PALAKKA","BONE","SULAWESI SELATAN","92761"
"PATALLASSANG","TAKALAR","SULAWESI SELATAN","92211"
"MANDAI","MAROS","SULAWESI SELATAN","90552"
"MAMAJANG","MAKASSAR","SULAWESI SELATAN","90131"
"CENRANA","MAROS","SULAWESI SELATAN","92754"
"MAROS BARU","MAROS","SULAWESI SELATAN","90516"
"GANTARANG KEKE (GANTARENG KEKE)","BANTAENG","SULAWESI SELATAN","92461"
"BAJO","LUWU","SULAWESI SELATAN","91995"
"TANETE RIATTANG TIMUR","BONE","SULAWESI SELATAN","92716"
"MAROS BARU","MAROS","SULAWESI SELATAN","90515"
"LEMBANG","PINRANG","SULAWESI SELATAN","91254"
"SABBANG","LUWU UTARA","SULAWESI SELATAN","92955"
"PONRANG SELATAN","LUWU","SULAWESI SELATAN","91999"
"MANGKUTANA","LUWU TIMUR","SULAWESI SELATAN","92973"
"WASUPONDA","LUWU TIMUR","SULAWESI SELATAN","92983"
"BARA","PALOPO","SULAWESI SELATAN","91914"
"TAMALATE","MAKASSAR","SULAWESI SELATAN","90224"
"BINAMU","JENEPONTO","SULAWESI SELATAN","92316"
"BUKI","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92854"
"BULUKUMBA (BULUKUMPA)","BULUKUMBA","SULAWESI SELATAN","92552"
"BINAMU","JENEPONTO","SULAWESI SELATAN","92311"
"BINAMU","JENEPONTO","SULAWESI SELATAN","92315"
"MAPPAKASUNGGU","TAKALAR","SULAWESI SELATAN","92232"
"SINJAI UTARA","SINJAI","SULAWESI SELATAN","92612"
"POLOMBANGKENG UTARA (POLOBANGKENG)","TAKALAR","SULAWESI SELATAN","92221"
"MALILI","LUWU TIMUR","SULAWESI SELATAN","92933"
"TOMBOLO PAO","GOWA","SULAWESI SELATAN","92171"
"MALIMBONG BALEPE","TANA TORAJA","SULAWESI SELATAN","91861"
"MASAMBA","LUWU UTARA","SULAWESI SELATAN","92916"
"BOLA","WAJO","SULAWESI SELATAN","90984"
"ANGKONA","LUWU TIMUR","SULAWESI SELATAN","92985"
"BARAKA","ENREKANG","SULAWESI SELATAN","91753"
"BITTUANG","TANA TORAJA","SULAWESI SELATAN","91856"
"RAPPOCINI","MAKASSAR","SULAWESI SELATAN","90222"
"BALOCCI","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90661"
"UJUNG LOE","BULUKUMBA","SULAWESI SELATAN","92661"
"LIUKANG TANGAYA","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90673"
"BELOPA","LUWU","SULAWESI SELATAN","91994"
"MASAMBA","LUWU UTARA","SULAWESI SELATAN","92912"
"TOMPOBULU","BANTAENG","SULAWESI SELATAN","92461"
"BONTORAMBA","JENEPONTO","SULAWESI SELATAN","92351"
"BALUSU","BARRU","SULAWESI SELATAN","90762"
"BUA PONRANG (BUPON)","LUWU","SULAWESI SELATAN","91993"
"ANGGERAJA","ENREKANG","SULAWESI SELATAN","91752"
"KURRA","TANA TORAJA","SULAWESI SELATAN","91862"
"BONTOCANI","BONE","SULAWESI SELATAN","92768"
"REMBON","TANA TORAJA","SULAWESI SELATAN","91861"
"MANGARA BOMBANG","TAKALAR","SULAWESI SELATAN","92261"
"MAIWA","ENREKANG","SULAWESI SELATAN","91761"
"MANGGALA","MAKASSAR","SULAWESI SELATAN","90235"
"BANGKELEKILA","TORAJA UTARA","SULAWESI SELATAN","91853"
"TOMONI","LUWU TIMUR","SULAWESI SELATAN","92972"
"BANGKALA BARAT","JENEPONTO","SULAWESI SELATAN","92352"
"BONE-BONE","LUWU UTARA","SULAWESI SELATAN","91966"
"TONDONG TALLASA","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90561"
"SANROBONE","TAKALAR","SULAWESI SELATAN","92231"
"SUKAMAJU","LUWU UTARA","SULAWESI SELATAN","92963"
"LABAKKANG","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90653"
"WALENRANG","LUWU","SULAWESI SELATAN","91951"
"MAKASSAR","MAKASSAR","SULAWESI SELATAN","90143"
"MARIO RIWAWO","SOPPENG","SULAWESI SELATAN","90862"
"LAMURU","BONE","SULAWESI SELATAN","92764"
"GALESONG SELATAN","TAKALAR","SULAWESI SELATAN","92254"
"SINJAI BORONG","SINJAI","SULAWESI SELATAN","92662"
"BASSE SANGTEMPE UTARA","LUWU","SULAWESI SELATAN","91992"
"MAKASSAR","MAKASSAR","SULAWESI SELATAN","90145"
"BARANTI","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91652"
"BONTOMATENE","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92854"
"BONTOALA","MAKASSAR","SULAWESI SELATAN","90153"
"BONTONOMPO","GOWA","SULAWESI SELATAN","92153"
"SEGERI","PANGKAJENE KEPULAUAN","SULAWESI SELATAN","90655"
"LIBURENG","BONE","SULAWESI SELATAN","92766"
"BAROKO","ENREKANG","SULAWESI SELATAN","91754"
"GANTORANG / GANTARANG (GANGKING)","BULUKUMBA","SULAWESI SELATAN","92561"
"TAMALATE","MAKASSAR","SULAWESI SELATAN","90225"
"BUA","LUWU","SULAWESI SELATAN","91991"
"UJUNG TANAH","MAKASSAR","SULAWESI SELATAN","90167"
"UJUNG TANAH","MAKASSAR","SULAWESI SELATAN","90166"
"SINJAI TENGAH","SINJAI","SULAWESI SELATAN","92652"
"UJUNG PANDANG","MAKASSAR","SULAWESI SELATAN","90111"
"EREMERASA","BANTAENG","SULAWESI SELATAN","92415"
"MALILI","LUWU TIMUR","SULAWESI SELATAN","92932"
"PAJUKUKANG","BANTAENG","SULAWESI SELATAN","92461"
"MALLAWA","MAROS","SULAWESI SELATAN","90563"
"BONTOMANAI","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92851"
"BUNGIN","ENREKANG","SULAWESI SELATAN","91761"
"BARUPPU","TORAJA UTARA","SULAWESI SELATAN","91854"
"NANGGALA","TORAJA UTARA","SULAWESI SELATAN","91855"
"BONTOTIRO","BULUKUMBA","SULAWESI SELATAN","92572"
"TAKABONERATE","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92861"
"SOMBA OPU (UPU)","GOWA","SULAWESI SELATAN","92117"
"WARA BARAT","PALOPO","SULAWESI SELATAN","91921"
"WARA BARAT","PALOPO","SULAWESI SELATAN","91958"
"PASIMARANNU","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92862"
"BUNTU PEPASAN","TORAJA UTARA","SULAWESI SELATAN","91854"
"MARE","BONE","SULAWESI SELATAN","92773"
"MASALLE","ENREKANG","SULAWESI SELATAN","91754"
"MAKALE","TANA TORAJA","SULAWESI SELATAN","91813"
"TELLU LIMPOE","BONE","SULAWESI SELATAN","91671"
"SALUPUTTI","TANA TORAJA","SULAWESI SELATAN","91861"
"TELLUWANUA","PALOPO","SULAWESI SELATAN","91958"
"PITU RAISE / RIASE","SIDENRENG RAPPANG / RAPANG","SULAWESI SELATAN","91691"
"MANGGALA","MAKASSAR","SULAWESI SELATAN","90233"
"SANGALLA SELATAN","TANA TORAJA","SULAWESI SELATAN","91881"
"BATULAPPA","PINRANG","SULAWESI SELATAN","91253"
"PATIMPENG","BONE","SULAWESI SELATAN","92768"
"BIRINGBULU","GOWA","SULAWESI SELATAN","90244"
"KAJANG","BULUKUMBA","SULAWESI SELATAN","92574"
"WARA UTARA","PALOPO","SULAWESI SELATAN","91911"
"BONGGAKARADENG","TANA TORAJA","SULAWESI SELATAN","91872"
"SANGALLA UTARA","TANA TORAJA","SULAWESI SELATAN","91881"
"PARANGLOE","GOWA","SULAWESI SELATAN","92173"
"MASANDA","TANA TORAJA","SULAWESI SELATAN","91854"
"BELAWA","WAJO","SULAWESI SELATAN","90953"
"SALOMEKKO","BONE","SULAWESI SELATAN","92775"
"GANRA","SOPPENG","SULAWESI SELATAN","90861"
"BENGO","BONE","SULAWESI SELATAN","92763"
"GANDANG BATU SILLANAN","TANA TORAJA","SULAWESI SELATAN","91871"
"TOMPU BULU","MAROS","SULAWESI SELATAN","90561"
"TIKALA","TORAJA UTARA","SULAWESI SELATAN","91833"
"KAPALLA PITU (KAPALA PITU)","TORAJA UTARA","SULAWESI SELATAN","91854"
"SABBANG PARU","WAJO","SULAWESI SELATAN","90961"
"PALETEANG","PINRANG","SULAWESI SELATAN","91215"
"BENTENG","SELAYAR (KEPULAUAN SELAYAR)","SULAWESI SELATAN","92812"
"BAROMBONG","GOWA","SULAWESI SELATAN","90225"
"BANGKALA","JENEPONTO","SULAWESI SELATAN","92352"
"CAMBA","MAROS","SULAWESI SELATAN","90562"
"MALANGKE","LUWU UTARA","SULAWESI SELATAN","92953"
